id,userId,user,avatar,vehicle,vehicleId,type,ownerId,city,from,to,days,amount,status,doubleBook,createdAt
BK0193,U040,Rohit,R,TVS Apache RTR 160,556,Bike,OWN0696,Nainital,2024-03-05,2024-03-11,6,2652,ongoing,False,2024-01-13
BK0194,U197,Neha,N,City,504,Car,OWN0007,Auli,2024-02-07,2024-02-13,6,15774,completed,False,2024-01-12
BK0195,U105,Aditi,A,Sonet,291,Car,OWN0822,Mussoorie,2024-01-27,2024-02-02,6,12078,completed,False,2024-01-21
BK0196,U223,Pooja,P,Ather 450X,590,Scooty,OWN0674,Nainital,2024-02-11,2024-02-16,5,3670,completed,False,2024-01-18
BK0197,U166,Aditi,A,Bajaj Pulsar 150,778,Bike,OWN0068,Dehradun,2024-03-23,2024-03-24,1,493,completed,False,2024-02-22
BK0198,U439,Aman,A,Suzuki Access,725,Scooty,OWN0219,Mussoorie,2024-01-30,2024-02-04,5,2995,upcoming,False,2024-01-02
BK0199,U070,Pooja,P,TVS Jupiter,845,Scooty,OWN0027,Dehradun,2024-02-03,2024-02-09,6,3336,completed,False,2024-01-28
BK0200,U037,Rohit,R,Creta,483,Car,OWN0216,Nainital,2024-03-30,2024-04-06,7,19936,upcoming,False,2024-02-12
BK0201,U411,Arjun,A,Yamaha R15,457,Bike,OWN0119,Haridwar,2024-02-08,2024-02-09,1,687,completed,False,2024-01-22
BK0202,U029,Rahul,R,Bajaj Pulsar 150,883,Bike,OWN0023,Dehradun,2024-01-31,2024-02-06,6,3174,upcoming,False,2024-01-23
BK0203,U252,Priya,P,Hero Splendor Plus,439,Bike,OWN0768,Dehradun,2024-01-23,2024-01-29,6,2562,cancelled,False,2024-01-10
BK0204,U264,Sneha,S,Ola S1,809,Scooty,OWN0423,Haridwar,2024-03-21,2024-03-22,1,612,ongoing,False,2024-02-01
BK0205,U265,Aman,A,i20,663,Car,OWN0056,Rishikesh,2024-03-14,2024-03-17,3,5688,completed,False,2024-02-22
BK0206,U441,Priya,P,Baleno,573,Car,OWN0704,Auli,2024-01-07,2024-01-14,7,12929,cancelled,False,2024-01-03
BK0207,U263,Pooja,P,Baleno,360,Car,OWN0178,Rishikesh,2024-01-03,2024-01-05,2,3446,cancelled,False,2024-01-01
BK0208,U395,Arjun,A,Bajaj Avenger 220,82,Bike,OWN0326,Haridwar,2024-01-19,2024-01-26,7,4697,ongoing,False,2024-01-13
BK0209,U308,Neha,N,Maruti Alto,342,Car,OWN0857,Mussoorie,2024-03-19,2024-03-20,1,1273,upcoming,False,2024-02-07
BK0210,U330,Rohit,R,Bajaj Avenger 220,943,Bike,OWN0150,Dehradun,2024-02-17,2024-02-22,5,3395,completed,False,2024-02-15
BK0211,U251,Aditi,A,Nexon,471,Car,OWN0101,Rishikesh,2024-03-08,2024-03-11,3,6231,completed,False,2024-01-07
BK0212,U457,Karan,K,City,222,Car,OWN0111,Dehradun,2024-02-11,2024-02-15,4,10176,ongoing,False,2024-01-13
BK0213,U383,Neha,N,TVS Apache RTR 160,433,Bike,OWN0770,Rishikesh,2024-02-02,2024-02-04,2,952,completed,False,2024-01-14
BK0214,U322,Aditi,A,Hero Splendor Plus,610,Bike,OWN0164,Haridwar,2024-02-21,2024-02-24,3,1107,upcoming,False,2024-01-25
BK0215,U383,Neha,N,Hero Splendor Plus,757,Bike,OWN0598,Rishikesh,2024-02-01,2024-02-07,6,2430,completed,False,2024-01-05
BK0216,U346,Arjun,A,i20,987,Car,OWN0201,Dehradun,2024-01-26,2024-01-28,2,3476,completed,False,2024-01-22
BK0217,U216,Aditi,A,Bajaj Avenger 220,91,Bike,OWN0990,Haridwar,2024-04-01,2024-04-05,4,2280,cancelled,False,2024-02-27
BK0218,U452,Priya,P,Yamaha FZ,226,Bike,OWN0813,Haridwar,2024-01-16,2024-01-23,7,4074,ongoing,False,2024-01-12
BK0219,U237,Karan,K,Honda Activa,473,Scooty,OWN0577,Dehradun,2024-01-23,2024-01-27,4,2476,cancelled,False,2024-01-05
BK0220,U199,Rohit,R,TVS Jupiter,251,Scooty,OWN0674,Dehradun,2024-02-26,2024-03-01,4,2208,upcoming,False,2024-01-03
BK0221,U261,Arjun,A,Ola S1,629,Scooty,OWN0025,Mussoorie,2024-03-18,2024-03-23,5,3055,upcoming,False,2024-02-03
BK0222,U402,Aditi,A,TVS Apache RTR 160,508,Bike,OWN0028,Rishikesh,2024-02-17,2024-02-24,7,3913,upcoming,False,2024-01-19
BK0223,U333,Priya,P,Creta,246,Car,OWN0696,Rishikesh,2024-03-05,2024-03-08,3,8523,cancelled,False,2024-02-15
BK0224,U435,Sneha,S,Swift,195,Car,OWN0094,Mussoorie,2024-04-05,2024-04-09,4,6488,ongoing,False,2024-01-04
BK0225,U493,Priya,P,TVS Apache RTR 160,772,Bike,OWN0834,Dehradun,2024-01-31,2024-02-07,7,3269,upcoming,False,2024-01-14
BK0226,U286,Aman,A,Bajaj Avenger 220,487,Bike,OWN0963,Dehradun,2024-01-04,2024-01-07,3,1704,completed,False,2024-01-01
BK0227,U491,Aditi,A,Baleno,888,Car,OWN0802,Haridwar,2024-02-23,2024-02-27,4,6744,ongoing,False,2024-01-20
BK0228,U306,Pooja,P,Creta,456,Car,OWN0707,Dehradun,2024-01-26,2024-01-29,3,7824,completed,False,2024-01-11
BK0229,U387,Aditi,A,Creta,483,Car,OWN0216,Nainital,2024-01-27,2024-02-03,7,19936,upcoming,False,2024-01-02
BK0230,U319,Sneha,S,WagonR,603,Car,OWN0382,Nainital,2024-01-05,2024-01-06,1,1183,upcoming,False,2024-01-05
BK0231,U436,Priya,P,Sonet,285,Car,OWN0394,Haridwar,2024-01-05,2024-01-11,6,12888,ongoing,False,2024-01-03
BK0232,U372,Sneha,S,Creta,519,Car,OWN0683,Haridwar,2024-01-31,2024-02-02,2,5326,cancelled,False,2024-01-09
BK0233,U176,Rohit,R,TVS Jupiter,251,Scooty,OWN0674,Dehradun,2024-02-12,2024-02-17,5,2760,upcoming,False,2024-01-24
BK0234,U126,Neha,N,i20,351,Car,OWN0809,Nainital,2024-01-26,2024-01-28,2,3502,cancelled,False,2024-01-14
BK0235,U221,Rahul,R,Baleno,33,Car,OWN0527,Nainital,2024-03-28,2024-04-03,6,10296,cancelled,False,2024-01-05
BK0236,U134,Aman,A,RE Classic 350,478,Bike,OWN0403,Mussoorie,2024-03-14,2024-03-15,1,603,cancelled,False,2024-01-08
BK0237,U377,Karan,K,Sonet,252,Car,OWN0944,Rishikesh,2024-02-09,2024-02-16,7,15575,upcoming,False,2024-01-24
BK0238,U423,Sneha,S,i10,432,Car,OWN0157,Auli,2024-01-11,2024-01-12,1,1577,upcoming,False,2024-01-10
BK0239,U257,Neha,N,i10,582,Car,OWN0033,Rishikesh,2024-04-04,2024-04-09,5,8290,ongoing,False,2024-01-11
BK0240,U045,Aditi,A,Swift,561,Car,OWN0252,Dehradun,2024-03-28,2024-03-29,1,1421,completed,False,2024-02-27
BK0241,U404,Pooja,P,Bajaj Pulsar 150,952,Bike,OWN0719,Dehradun,2024-02-21,2024-02-24,3,1239,ongoing,False,2024-02-16
BK0242,U157,Rohit,R,Ather 450X,482,Scooty,OWN0447,Nainital,2024-02-24,2024-02-28,4,2660,completed,False,2024-02-18
BK0243,U332,Karan,K,Yamaha Fascino,419,Scooty,OWN0271,Rishikesh,2024-03-03,2024-03-08,5,3025,cancelled,True,2024-02-16
BK0244,U237,Karan,K,Yamaha R15,751,Bike,OWN0589,Haridwar,2024-02-22,2024-02-27,5,3675,ongoing,False,2024-02-20
BK0245,U427,Pooja,P,Sonet,393,Car,OWN0930,Dehradun,2024-01-19,2024-01-24,5,10855,cancelled,False,2024-01-12
BK0246,U365,Sneha,S,Ather 450X,137,Scooty,OWN0663,Mussoorie,2024-02-21,2024-02-24,3,1986,completed,False,2024-02-07
BK0247,U192,Rohit,R,Creta,18,Car,OWN0131,Dehradun,2024-03-23,2024-03-28,5,13325,upcoming,False,2024-01-22
BK0248,U360,Priya,P,TVS Jupiter,239,Scooty,OWN0777,Rishikesh,2024-01-30,2024-02-05,6,3510,completed,False,2024-01-19
BK0249,U361,Sneha,S,Yamaha Fascino,191,Scooty,OWN0663,Rishikesh,2024-02-24,2024-02-28,4,2420,completed,False,2024-01-21
BK0250,U143,Neha,N,Bajaj Pulsar 150,859,Bike,OWN0523,Mussoorie,2024-03-28,2024-04-01,4,1672,completed,False,2024-02-24
BK0251,U090,Arjun,A,Hero Splendor Plus,937,Bike,OWN0394,Rishikesh,2024-01-09,2024-01-11,2,766,completed,False,2024-01-02
BK0252,U111,Karan,K,WagonR,897,Car,OWN0147,Dehradun,2024-03-09,2024-03-10,1,1180,completed,False,2024-02-09
BK0253,U249,Rohit,R,Sonet,315,Car,OWN0416,Dehradun,2024-02-01,2024-02-05,4,8932,completed,False,2024-01-06
BK0254,U130,Sneha,S,Baleno,465,Car,OWN0329,Haridwar,2024-04-04,2024-04-10,6,10002,upcoming,False,2024-02-03
BK0255,U234,Karan,K,Yamaha R15,307,Bike,OWN0955,Rishikesh,2024-02-08,2024-02-15,7,5208,completed,True,2024-01-21
BK0256,U311,Priya,P,Ather 450X,269,Scooty,OWN0165,Rishikesh,2024-01-14,2024-01-17,3,2160,completed,False,2024-01-12
BK0257,U448,Rohit,R,Honda Activa,689,Scooty,OWN0612,Mussoorie,2024-04-02,2024-04-04,2,1288,completed,False,2024-03-02
BK0258,U331,Karan,K,Bajaj Avenger 220,232,Bike,OWN0658,Rishikesh,2024-02-15,2024-02-22,7,4186,completed,False,2024-02-13
BK0259,U359,Arjun,A,TVS Jupiter,773,Scooty,OWN0582,Mussoorie,2024-02-22,2024-02-29,7,4508,ongoing,False,2024-02-01
BK0260,U246,Aman,A,KTM Duke 200,310,Bike,OWN0869,Haridwar,2024-01-27,2024-01-28,1,686,completed,False,2024-01-12
BK0261,U040,Rohit,R,Ola S1,518,Scooty,OWN0364,Dehradun,2024-01-25,2024-01-31,6,4068,completed,False,2024-01-17
BK0262,U192,Rohit,R,Swift,201,Car,OWN0417,Dehradun,2024-02-23,2024-02-26,3,4827,cancelled,False,2024-02-22
BK0263,U041,Rohit,R,Yamaha R15,358,Bike,OWN0649,Dehradun,2024-03-20,2024-03-22,2,1324,upcoming,False,2024-02-16
BK0264,U327,Aditi,A,Bajaj Pulsar 150,172,Bike,OWN1000,Rishikesh,2024-01-16,2024-01-22,6,2364,upcoming,False,2024-01-11
BK0265,U176,Rohit,R,Bajaj Pulsar 150,898,Bike,OWN0130,Lansdowne,2024-03-20,2024-03-25,5,2445,completed,False,2024-03-07
BK0266,U156,Sneha,S,Swift,723,Car,OWN0562,Rishikesh,2024-01-10,2024-01-16,6,8934,completed,False,2024-01-09
BK0267,U193,Neha,N,i20,339,Car,OWN0909,Haridwar,2024-03-07,2024-03-10,3,5280,completed,False,2024-02-14
BK0268,U389,Priya,P,i20,636,Car,OWN0205,Mussoorie,2024-01-28,2024-01-30,2,3870,upcoming,False,2024-01-28
BK0269,U050,Priya,P,Ather 450X,602,Scooty,OWN0567,Haridwar,2024-02-09,2024-02-11,2,1306,upcoming,False,2024-02-06
BK0270,U047,Pooja,P,Swift,561,Car,OWN0252,Dehradun,2024-01-06,2024-01-12,6,8526,cancelled,False,2024-01-02
BK0271,U492,Priya,P,Swift,546,Car,OWN0188,Dehradun,2024-02-03,2024-02-04,1,1486,completed,False,2024-01-09
BK0272,U361,Sneha,S,RE Classic 350,622,Bike,OWN0330,Dehradun,2024-01-23,2024-01-30,7,4970,completed,False,2024-01-04
BK0273,U353,Sneha,S,TVS Jupiter,623,Scooty,OWN0712,Dehradun,2024-03-14,2024-03-17,3,1890,ongoing,False,2024-01-31
BK0274,U391,Rahul,R,Yamaha R15,868,Bike,OWN0409,Mussoorie,2024-03-16,2024-03-17,1,610,cancelled,False,2024-01-23
BK0275,U033,Arjun,A,Baleno,528,Car,OWN0383,Dehradun,2024-01-20,2024-01-23,3,5139,upcoming,False,2024-01-10
BK0276,U047,Pooja,P,Swift,90,Car,OWN0881,Rishikesh,2024-04-02,2024-04-05,3,4431,ongoing,False,2024-02-01
BK0277,U043,Rohit,R,Ather 450X,341,Scooty,OWN0092,Mussoorie,2024-02-15,2024-02-21,6,4404,completed,False,2024-01-04
BK0278,U488,Karan,K,Suzuki Access,65,Scooty,OWN0003,Haridwar,2024-01-29,2024-02-01,3,1917,completed,False,2024-01-26
BK0279,U158,Rohit,R,TVS Apache RTR 160,304,Bike,OWN0278,Nainital,2024-02-27,2024-02-28,1,484,ongoing,False,2024-02-12
BK0280,U365,Sneha,S,RE Classic 350,103,Bike,OWN0869,Haridwar,2024-03-19,2024-03-20,1,612,cancelled,False,2024-03-19
BK0281,U282,Priya,P,Ola S1,311,Scooty,OWN0295,Rishikesh,2024-02-10,2024-02-16,6,4014,completed,False,2024-01-28
BK0282,U122,Rahul,R,City,768,Car,OWN0922,Chakrata,2024-02-09,2024-02-16,7,16926,completed,False,2024-01-20
BK0283,U062,Sneha,S,TVS Apache RTR 160,802,Bike,OWN0524,Dehradun,2024-04-04,2024-04-09,5,2820,completed,False,2024-01-13
BK0284,U073,Aman,A,i10,417,Car,OWN0704,Rishikesh,2024-03-17,2024-03-22,5,7930,completed,False,2024-01-08
BK0285,U214,Priya,P,Sonet,315,Car,OWN0416,Dehradun,2024-01-11,2024-01-17,6,13398,upcoming,False,2024-01-02
BK0286,U012,Sneha,S,Hero Splendor Plus,430,Bike,OWN0423,Lansdowne,2024-03-29,2024-03-30,1,435,cancelled,False,2024-03-23
BK0287,U195,Rahul,R,TVS Jupiter,707,Scooty,OWN0207,Rishikesh,2024-01-12,2024-01-17,5,3155,completed,False,2024-01-12
BK0288,U373,Aditi,A,i10,540,Car,OWN0151,Nainital,2024-01-17,2024-01-23,6,10362,completed,False,2024-01-05
BK0289,U410,Aditi,A,Yamaha Fascino,758,Scooty,OWN0727,Dehradun,2024-02-21,2024-02-22,1,614,upcoming,False,2024-02-02
BK0290,U474,Sneha,S,Maruti Alto,129,Car,OWN0166,Chakrata,2024-03-28,2024-03-30,2,2482,completed,False,2024-03-04
BK0291,U183,Sneha,S,Swift,951,Car,OWN0781,Dehradun,2024-02-21,2024-02-27,6,9792,completed,False,2024-01-25
BK0292,U428,Aditi,A,KTM Duke 200,634,Bike,OWN0518,Mussoorie,2024-02-18,2024-02-23,5,3875,completed,True,2024-01-13
BK0293,U324,Sneha,S,Yamaha Fascino,278,Scooty,OWN0518,Haridwar,2024-03-14,2024-03-18,4,2448,cancelled,False,2024-01-01
BK0294,U006,Aditi,A,City,354,Car,OWN0387,Haridwar,2024-01-30,2024-02-04,5,12215,completed,False,2024-01-21
BK0295,U325,Pooja,P,Swift,945,Car,OWN0634,Haridwar,2024-02-15,2024-02-21,6,8718,upcoming,False,2024-01-09
BK0296,U283,Aditi,A,Bajaj Pulsar 150,643,Bike,OWN0720,Haridwar,2024-01-07,2024-01-11,4,1784,cancelled,False,2024-01-02
BK0297,U016,Karan,K,Maruti Alto,48,Car,OWN0324,Haridwar,2024-03-25,2024-03-31,6,7188,ongoing,False,2024-02-04
BK0298,U287,Karan,K,Creta,348,Car,OWN0582,Dehradun,2024-03-04,2024-03-09,5,13225,cancelled,False,2024-01-25
BK0299,U285,Priya,P,Yamaha FZ,475,Bike,OWN0457,Mussoorie,2024-01-19,2024-01-20,1,624,upcoming,False,2024-01-10
BK0300,U172,Karan,K,Yamaha Fascino,191,Scooty,OWN0663,Rishikesh,2024-01-06,2024-01-12,6,3630,completed,False,2024-01-05
BK0301,U453,Priya,P,Swift,948,Car,OWN0630,Mussoorie,2024-03-23,2024-03-30,7,9534,completed,False,2024-01-19
BK0302,U468,Rahul,R,Ola S1,647,Scooty,OWN0639,Rishikesh,2024-02-21,2024-02-26,5,3080,completed,False,2024-01-03
BK0303,U148,Aman,A,Suzuki Access,566,Scooty,OWN0865,Rishikesh,2024-01-23,2024-01-24,1,613,completed,False,2024-01-14
BK0304,U401,Aditi,A,Suzuki Access,368,Scooty,OWN0036,Mussoorie,2024-02-08,2024-02-15,7,4291,upcoming,False,2024-01-26
BK0305,U355,Aman,A,RE Classic 350,622,Bike,OWN0330,Dehradun,2024-01-06,2024-01-09,3,2130,cancelled,False,2024-01-03
BK0306,U446,Aditi,A,TVS Jupiter,86,Scooty,OWN0911,Dehradun,2024-03-05,2024-03-11,6,3372,cancelled,False,2024-02-12
BK0307,U224,Priya,P,Creta,402,Car,OWN0534,Mussoorie,2024-02-03,2024-02-09,6,16770,completed,True,2024-01-25
BK0308,U169,Aditi,A,Bajaj Pulsar 150,643,Bike,OWN0720,Haridwar,2024-02-15,2024-02-22,7,3122,ongoing,False,2024-01-15
BK0309,U264,Sneha,S,Baleno,573,Car,OWN0704,Auli,2024-03-08,2024-03-12,4,7388,upcoming,False,2024-02-26
BK0310,U373,Aditi,A,TVS Jupiter,902,Scooty,OWN0966,Rishikesh,2024-02-14,2024-02-18,4,2592,ongoing,False,2024-02-09
BK0311,U320,Neha,N,Hero Splendor Plus,850,Bike,OWN0147,Mussoorie,2024-01-10,2024-01-12,2,806,completed,False,2024-01-01
BK0312,U214,Priya,P,i20,663,Car,OWN0056,Rishikesh,2024-01-18,2024-01-20,2,3792,upcoming,True,2024-01-03
BK0313,U051,Sneha,S,Sonet,819,Car,OWN0933,Rishikesh,2024-01-25,2024-01-31,6,12276,upcoming,False,2024-01-09
BK0314,U247,Aditi,A,Ola S1,851,Scooty,OWN0483,Rishikesh,2024-02-05,2024-02-10,5,3030,cancelled,False,2024-01-06
BK0315,U386,Sneha,S,TVS Apache RTR 160,592,Bike,OWN0625,Rishikesh,2024-01-02,2024-01-07,5,2745,completed,False,2024-01-01
BK0316,U169,Aditi,A,Suzuki Access,125,Scooty,OWN0450,Rishikesh,2024-04-02,2024-04-09,7,4298,cancelled,False,2024-03-07
BK0317,U301,Karan,K,Bajaj Avenger 220,817,Bike,OWN0940,Haridwar,2024-02-11,2024-02-18,7,4095,cancelled,False,2024-01-11
BK0318,U487,Aman,A,Yamaha FZ,736,Bike,OWN0608,Rishikesh,2024-02-07,2024-02-12,5,2745,completed,False,2024-01-08
BK0319,U133,Pooja,P,Nexon,471,Car,OWN0101,Rishikesh,2024-03-13,2024-03-20,7,14539,cancelled,True,2024-02-16
BK0320,U120,Aman,A,RE Classic 350,316,Bike,OWN0345,Nainital,2024-01-17,2024-01-21,4,2780,upcoming,False,2024-01-12
BK0321,U452,Priya,P,Baleno,96,Car,OWN0519,Mussoorie,2024-02-22,2024-02-28,6,10932,upcoming,False,2024-01-04
BK0322,U420,Aman,A,Suzuki Access,578,Scooty,OWN0396,Mussoorie,2024-04-03,2024-04-06,3,2010,completed,False,2024-04-03
BK0323,U202,Neha,N,TVS Ntorq,506,Scooty,OWN0876,Rishikesh,2024-03-12,2024-03-13,1,610,completed,False,2024-03-07
BK0324,U207,Rahul,R,Bajaj Avenger 220,835,Bike,OWN0870,Rishikesh,2024-03-08,2024-03-14,6,3180,cancelled,False,2024-02-12
BK0325,U195,Rahul,R,RE Classic 350,706,Bike,OWN0267,Dehradun,2024-01-20,2024-01-26,6,4146,upcoming,False,2024-01-12
BK0326,U397,Priya,P,Ather 450X,680,Scooty,OWN0948,Haridwar,2024-03-09,2024-03-15,6,4314,upcoming,False,2024-01-21
BK0327,U270,Rohit,R,RE Classic 350,928,Bike,OWN0106,Rishikesh,2024-04-01,2024-04-03,2,1302,upcoming,False,2024-01-15
BK0328,U270,Rohit,R,Honda Activa,224,Scooty,OWN0157,Nainital,2024-02-01,2024-02-03,2,1240,completed,False,2024-01-28
BK0329,U460,Priya,P,Yamaha FZ,523,Bike,OWN0776,Dehradun,2024-02-13,2024-02-18,5,3090,ongoing,False,2024-01-20
BK0330,U349,Karan,K,Suzuki Access,965,Scooty,OWN0004,Haridwar,2024-02-24,2024-03-02,7,4095,upcoming,False,2024-02-10
BK0331,U254,Neha,N,Yamaha Fascino,515,Scooty,OWN0874,Rishikesh,2024-03-19,2024-03-20,1,568,ongoing,False,2024-03-11
BK0332,U113,Aditi,A,Sonet,492,Car,OWN0592,Dehradun,2024-04-03,2024-04-06,3,6369,completed,False,2024-03-14
BK0333,U244,Neha,N,TVS Apache RTR 160,343,Bike,OWN0247,Haridwar,2024-01-11,2024-01-13,2,1152,completed,False,2024-01-04
BK0334,U042,Sneha,S,Bajaj Avenger 220,961,Bike,OWN0573,Haridwar,2024-02-11,2024-02-15,4,2288,completed,False,2024-01-22
BK0335,U308,Neha,N,TVS Jupiter,644,Scooty,OWN0758,Rishikesh,2024-03-05,2024-03-07,2,1120,cancelled,False,2024-02-05
BK0336,U276,Sneha,S,Maruti Alto,726,Car,OWN0154,Dehradun,2024-02-05,2024-02-09,4,5056,completed,False,2024-01-05
BK0337,U362,Pooja,P,RE Classic 350,652,Bike,OWN0975,Dehradun,2024-03-08,2024-03-11,3,2016,completed,False,2024-01-21
BK0338,U220,Priya,P,Honda Activa,455,Scooty,OWN0683,Rishikesh,2024-04-07,2024-04-10,3,1674,completed,False,2024-03-24
BK0339,U061,Sneha,S,Ola S1,809,Scooty,OWN0423,Haridwar,2024-03-20,2024-03-25,5,3060,upcoming,False,2024-02-12
BK0340,U115,Neha,N,Honda Activa,275,Scooty,OWN0904,Nainital,2024-02-22,2024-02-27,5,2960,completed,False,2024-01-05
BK0341,U393,Aditi,A,Yamaha R15,367,Bike,OWN0271,Haridwar,2024-03-23,2024-03-30,7,4326,ongoing,False,2024-01-15
BK0342,U314,Arjun,A,Honda Activa,413,Scooty,OWN0669,Dehradun,2024-03-08,2024-03-12,4,2368,upcoming,False,2024-01-02
BK0343,U468,Rahul,R,RE Classic 350,829,Bike,OWN0910,Dehradun,2024-03-13,2024-03-14,1,725,completed,False,2024-03-05
BK0344,U419,Sneha,S,Sonet,189,Car,OWN0638,Nainital,2024-01-15,2024-01-16,1,2127,ongoing,False,2024-01-14
BK0345,U020,Arjun,A,TVS Apache RTR 160,88,Bike,OWN0650,Dehradun,2024-02-11,2024-02-18,7,4060,upcoming,False,2024-02-10
BK0346,U080,Arjun,A,Nexon,177,Car,OWN0942,Mussoorie,2024-01-19,2024-01-22,3,6354,completed,False,2024-01-18
BK0347,U406,Aditi,A,Bajaj Pulsar 150,763,Bike,OWN0754,Chakrata,2024-02-09,2024-02-11,2,978,cancelled,False,2024-01-11
BK0348,U246,Aman,A,KTM Duke 200,391,Bike,OWN0902,Rishikesh,2024-03-11,2024-03-15,4,2716,completed,False,2024-03-07
BK0349,U393,Aditi,A,Creta,261,Car,OWN0549,Rishikesh,2024-03-24,2024-03-28,4,11004,cancelled,True,2024-01-11
BK0350,U412,Aditi,A,RE Classic 350,649,Bike,OWN0706,Dehradun,2024-03-05,2024-03-12,7,4480,completed,False,2024-01-27
BK0351,U101,Aman,A,Suzuki Access,932,Scooty,OWN0195,Dehradun,2024-03-11,2024-03-14,3,2007,completed,False,2024-02-12
BK0352,U446,Aditi,A,WagonR,225,Car,OWN0270,Dehradun,2024-04-05,2024-04-09,4,4920,completed,False,2024-03-08
BK0353,U205,Aditi,A,Ola S1,410,Scooty,OWN0421,Dehradun,2024-03-03,2024-03-09,6,3678,completed,False,2024-01-21
BK0354,U134,Aman,A,Hero Splendor Plus,280,Bike,OWN0976,Nainital,2024-01-03,2024-01-07,4,1600,completed,False,2024-01-01
BK0355,U457,Karan,K,Hero Splendor Plus,403,Bike,OWN0594,Auli,2024-03-19,2024-03-20,1,363,ongoing,False,2024-02-04
BK0356,U477,Pooja,P,Yamaha R15,766,Bike,OWN0446,Auli,2024-02-21,2024-02-28,7,4627,upcoming,False,2024-02-01
BK0357,U070,Pooja,P,Ather 450X,50,Scooty,OWN0925,Mussoorie,2024-02-12,2024-02-18,6,4194,cancelled,False,2024-01-20
BK0358,U320,Neha,N,Nexon,588,Car,OWN0334,Haridwar,2024-01-14,2024-01-15,1,2089,upcoming,False,2024-01-12
BK0359,U272,Aditi,A,Bajaj Pulsar 150,841,Bike,OWN0629,Dehradun,2024-02-22,2024-02-25,3,1236,ongoing,False,2024-02-13
BK0360,U079,Karan,K,Yamaha R15,823,Bike,OWN0430,Haridwar,2024-02-16,2024-02-21,5,3240,cancelled,True,2024-01-06
BK0361,U451,Neha,N,i10,903,Car,OWN0481,Lansdowne,2024-02-11,2024-02-14,3,5124,cancelled,False,2024-02-11
BK0362,U430,Rahul,R,Hero Splendor Plus,673,Bike,OWN0194,Dehradun,2024-03-12,2024-03-14,2,734,completed,False,2024-03-04
BK0363,U233,Rohit,R,RE Classic 350,349,Bike,OWN0999,Nainital,2024-02-10,2024-02-17,7,4942,upcoming,False,2024-01-11
BK0364,U198,Neha,N,KTM Duke 200,187,Bike,OWN0385,Mussoorie,2024-02-03,2024-02-07,4,2712,completed,False,2024-01-24
BK0365,U204,Arjun,A,TVS Apache RTR 160,490,Bike,OWN0020,Auli,2024-03-06,2024-03-12,6,3336,completed,False,2024-02-20
BK0366,U002,Rahul,R,Yamaha R15,457,Bike,OWN0119,Haridwar,2024-03-19,2024-03-24,5,3435,cancelled,False,2024-03-02
BK0367,U426,Rahul,R,KTM Duke 200,352,Bike,OWN0933,Dehradun,2024-03-26,2024-03-27,1,770,upcoming,False,2024-01-13
BK0368,U311,Priya,P,Yamaha R15,517,Bike,OWN0896,Dehradun,2024-02-28,2024-02-29,1,629,upcoming,False,2024-01-05
BK0369,U079,Karan,K,Ather 450X,587,Scooty,OWN0123,Rishikesh,2024-03-29,2024-04-04,6,4086,completed,False,2024-02-09
BK0370,U310,Aman,A,TVS Ntorq,800,Scooty,OWN0851,Dehradun,2024-02-13,2024-02-15,2,1352,completed,False,2024-01-28
BK0371,U470,Aman,A,TVS Apache RTR 160,283,Bike,OWN0114,Rishikesh,2024-03-10,2024-03-15,5,2535,completed,False,2024-02-01
BK0372,U265,Aman,A,TVS Ntorq,800,Scooty,OWN0851,Dehradun,2024-02-13,2024-02-19,6,4056,upcoming,False,2024-01-18
BK0373,U226,Neha,N,Creta,456,Car,OWN0707,Dehradun,2024-02-14,2024-02-18,4,10432,completed,False,2024-02-07
BK0374,U460,Priya,P,Suzuki Access,38,Scooty,OWN0281,Haridwar,2024-01-03,2024-01-07,4,2336,completed,False,2024-01-03
BK0375,U314,Arjun,A,City,270,Car,OWN0420,Dehradun,2024-03-31,2024-04-06,6,14562,completed,False,2024-02-09
BK0376,U114,Aman,A,Ola S1,785,Scooty,OWN0468,Dehradun,2024-03-09,2024-03-13,4,2748,upcoming,False,2024-01-14
BK0377,U173,Neha,N,TVS Ntorq,881,Scooty,OWN0047,Rishikesh,2024-03-13,2024-03-17,4,2440,completed,False,2024-01-01
BK0378,U425,Rohit,R,City,597,Car,OWN0391,Rishikesh,2024-03-19,2024-03-22,3,7191,completed,False,2024-01-31
BK0379,U153,Arjun,A,Yamaha FZ,886,Bike,OWN0824,Lansdowne,2024-02-14,2024-02-15,1,504,completed,False,2024-01-30
BK0380,U239,Pooja,P,Suzuki Access,128,Scooty,OWN0408,Nainital,2024-03-25,2024-03-26,1,631,completed,False,2024-02-12
BK0381,U330,Rohit,R,Bajaj Pulsar 150,259,Bike,OWN0877,Dehradun,2024-02-28,2024-03-03,4,1740,completed,False,2024-02-09
BK0382,U493,Priya,P,City,270,Car,OWN0420,Dehradun,2024-03-25,2024-03-27,2,4854,completed,False,2024-03-25
BK0383,U135,Priya,P,Creta,711,Car,OWN0598,Haridwar,2024-03-02,2024-03-07,5,13730,completed,False,2024-03-01
BK0384,U188,Aman,A,Maruti Alto,480,Car,OWN0611,Nainital,2024-02-13,2024-02-18,5,6050,ongoing,False,2024-01-15
BK0385,U176,Rohit,R,RE Classic 350,277,Bike,OWN0254,Rishikesh,2024-04-03,2024-04-09,6,3576,upcoming,False,2024-01-13
