id,booking,userId,user,vehicleId,city,type,amount,tax,platformFee,net,date,status,fraud,paymentMode,vehicleName,userName
TXN0203,BK0203,U252,Priya,439,Dehradun,Bike,2562,461,384,1717,2024-01-23,refunded,False,Net Banking,Hero Splendor Plus,Priya
TXN0204,BK0204,U264,Sneha,809,Haridwar,Scooty,612,110,92,410,2024-03-21,pending,False,Net Banking,Ola S1,Sneha
TXN0205,BK0205,U265,Aman,663,Rishikesh,Car,5688,1024,853,3811,2024-03-14,received,False,Cash,i20,Aman
TXN0206,BK0206,U441,Priya,573,Auli,Car,12929,2327,1939,8663,2024-01-07,received,False,Cash,Baleno,Priya
TXN0207,BK0207,U263,Pooja,360,Rishikesh,Car,3446,620,517,2309,2024-01-03,refunded,False,UPI,Baleno,Pooja
TXN0208,BK0208,U395,Arjun,82,Haridwar,Bike,4697,845,705,3147,2024-01-19,pending,False,UPI,Bajaj Avenger 220,Arjun
TXN0209,BK0209,U308,Neha,342,Mussoorie,Car,1273,229,191,853,2024-03-19,pending,False,UPI,Maruti Alto,Neha
TXN0210,BK0210,U330,Rohit,943,Dehradun,Bike,3395,611,509,2275,2024-02-17,received,False,UPI,Bajaj Avenger 220,Rohit
TXN0211,BK0211,U251,Aditi,471,Rishikesh,Car,6231,1122,935,4174,2024-03-08,received,False,Card,Nexon,Aditi
TXN0212,BK0212,U457,Karan,222,Dehradun,Car,10176,1832,1526,6818,2024-02-11,pending,False,UPI,City,Karan
TXN0213,BK0213,U383,Neha,433,Rishikesh,Bike,952,171,143,638,2024-02-02,received,False,Card,TVS Apache RTR 160,Neha
TXN0214,BK0214,U322,Aditi,610,Haridwar,Bike,1107,199,166,742,2024-02-21,received,False,Card,Hero Splendor Plus,Aditi
TXN0215,BK0215,U383,Neha,757,Rishikesh,Bike,2430,437,364,1629,2024-02-01,received,False,Net Banking,Hero Splendor Plus,Neha
TXN0216,BK0216,U346,Arjun,987,Dehradun,Car,3476,626,521,2329,2024-01-26,received,False,Card,i20,Arjun
TXN0217,BK0217,U216,Aditi,91,Haridwar,Bike,2280,410,342,1528,2024-04-01,received,False,UPI,Bajaj Avenger 220,Aditi
TXN0218,BK0218,U452,Priya,226,Haridwar,Bike,4074,733,611,2730,2024-01-16,pending,False,Card,Yamaha FZ,Priya
TXN0219,BK0219,U237,Karan,473,Dehradun,Scooty,2476,446,371,1659,2024-01-23,refunded,False,UPI,Honda Activa,Karan
TXN0220,BK0220,U199,Rohit,251,Dehradun,Scooty,2208,397,331,1480,2024-02-26,received,False,Cash,TVS Jupiter,Rohit
TXN0221,BK0221,U261,Arjun,629,Mussoorie,Scooty,3055,550,458,2047,2024-03-18,received,False,UPI,Ola S1,Arjun
TXN0222,BK0222,U402,Aditi,508,Rishikesh,Bike,3913,704,587,2622,2024-02-17,received,False,Card,TVS Apache RTR 160,Aditi
TXN0223,BK0223,U333,Priya,246,Rishikesh,Car,8523,1534,1278,5711,2024-03-05,received,False,UPI,Creta,Priya
TXN0224,BK0224,U435,Sneha,195,Mussoorie,Car,6488,1168,973,4347,2024-04-05,pending,False,UPI,Swift,Sneha
TXN0225,BK0225,U493,Priya,772,Dehradun,Bike,3269,588,490,2191,2024-01-31,pending,False,Net Banking,TVS Apache RTR 160,Priya
TXN0226,BK0226,U286,Aman,487,Dehradun,Bike,1704,307,256,1141,2024-01-04,received,False,Net Banking,Bajaj Avenger 220,Aman
TXN0227,BK0227,U491,Aditi,888,Haridwar,Car,6744,1214,1012,4518,2024-02-23,pending,True,Cash,Baleno,Aditi
TXN0228,BK0228,U306,Pooja,456,Dehradun,Car,7824,1408,1174,5242,2024-01-26,received,False,UPI,Creta,Pooja
TXN0229,BK0229,U387,Aditi,483,Nainital,Car,19936,3588,2990,13358,2024-01-27,pending,False,Cash,Creta,Aditi
TXN0230,BK0230,U319,Sneha,603,Nainital,Car,1183,213,177,793,2024-01-05,pending,False,Net Banking,WagonR,Sneha
TXN0231,BK0231,U436,Priya,285,Haridwar,Car,12888,2320,1933,8635,2024-01-05,pending,False,Cash,Sonet,Priya
TXN0232,BK0232,U372,Sneha,519,Haridwar,Car,5326,959,799,3568,2024-01-31,received,False,Net Banking,Creta,Sneha
TXN0233,BK0233,U176,Rohit,251,Dehradun,Scooty,2760,497,414,1849,2024-02-12,pending,False,UPI,TVS Jupiter,Rohit
TXN0234,BK0234,U126,Neha,351,Nainital,Car,3502,630,525,2347,2024-01-26,refunded,False,Cash,i20,Neha
TXN0235,BK0235,U221,Rahul,33,Nainital,Car,10296,1853,1544,6899,2024-03-28,received,False,Net Banking,Baleno,Rahul
TXN0236,BK0236,U134,Aman,478,Mussoorie,Bike,603,109,90,404,2024-03-14,received,True,Card,RE Classic 350,Aman
TXN0237,BK0237,U377,Karan,252,Rishikesh,Car,15575,2804,2336,10435,2024-02-09,pending,False,Net Banking,Sonet,Karan
TXN0238,BK0238,U423,Sneha,432,Auli,Car,1577,284,237,1056,2024-01-11,received,False,Net Banking,i10,Sneha
TXN0239,BK0239,U257,Neha,582,Rishikesh,Car,8290,1492,1244,5554,2024-04-04,pending,False,Card,i10,Neha
TXN0240,BK0240,U045,Aditi,561,Dehradun,Car,1421,256,213,952,2024-03-28,received,False,Cash,Swift,Aditi
TXN0241,BK0241,U404,Pooja,952,Dehradun,Bike,1239,223,186,830,2024-02-21,pending,False,Card,Bajaj Pulsar 150,Pooja
TXN0242,BK0242,U157,Rohit,482,Nainital,Scooty,2660,479,399,1782,2024-02-24,received,False,Cash,Ather 450X,Rohit
TXN0243,BK0243,U332,Karan,419,Rishikesh,Scooty,3025,544,454,2027,2024-03-03,refunded,False,Net Banking,Yamaha Fascino,Karan
TXN0244,BK0244,U237,Karan,751,Haridwar,Bike,3675,662,551,2462,2024-02-22,pending,False,Card,Yamaha R15,Karan
TXN0245,BK0245,U427,Pooja,393,Dehradun,Car,10855,1954,1628,7273,2024-01-19,refunded,False,Cash,Sonet,Pooja
TXN0246,BK0246,U365,Sneha,137,Mussoorie,Scooty,1986,357,298,1331,2024-02-21,received,False,Net Banking,Ather 450X,Sneha
TXN0247,BK0247,U192,Rohit,18,Dehradun,Car,13325,2398,1999,8928,2024-03-23,received,False,Net Banking,Creta,Rohit
TXN0248,BK0248,U360,Priya,239,Rishikesh,Scooty,3510,632,526,2352,2024-01-30,received,False,Cash,TVS Jupiter,Priya
TXN0249,BK0249,U361,Sneha,191,Rishikesh,Scooty,2420,436,363,1621,2024-02-24,received,False,Net Banking,Yamaha Fascino,Sneha
TXN0250,BK0250,U143,Neha,859,Mussoorie,Bike,1672,301,251,1120,2024-03-28,received,False,Card,Bajaj Pulsar 150,Neha
TXN0251,BK0251,U090,Arjun,937,Rishikesh,Bike,766,138,115,513,2024-01-09,received,False,Card,Hero Splendor Plus,Arjun
TXN0252,BK0252,U111,Karan,897,Dehradun,Car,1180,212,177,791,2024-03-09,received,False,Cash,WagonR,Karan
TXN0253,BK0253,U249,Rohit,315,Dehradun,Car,8932,1608,1340,5984,2024-02-01,received,False,Net Banking,Sonet,Rohit
TXN0254,BK0254,U130,Sneha,465,Haridwar,Car,10002,1800,1500,6702,2024-04-04,received,False,Net Banking,Baleno,Sneha
TXN0255,BK0255,U234,Karan,307,Rishikesh,Bike,5208,937,781,3490,2024-02-08,received,False,Card,Yamaha R15,Karan
TXN0256,BK0256,U311,Priya,269,Rishikesh,Scooty,2160,389,324,1447,2024-01-14,received,False,Card,Ather 450X,Priya
TXN0257,BK0257,U448,Rohit,689,Mussoorie,Scooty,1288,232,193,863,2024-04-02,received,False,UPI,Honda Activa,Rohit
TXN0258,BK0258,U331,Karan,232,Rishikesh,Bike,4186,753,628,2805,2024-02-15,received,False,Card,Bajaj Avenger 220,Karan
TXN0259,BK0259,U359,Arjun,773,Mussoorie,Scooty,4508,811,676,3021,2024-02-22,pending,False,Cash,TVS Jupiter,Arjun
TXN0260,BK0260,U246,Aman,310,Haridwar,Bike,686,123,103,460,2024-01-27,received,False,UPI,KTM Duke 200,Aman
TXN0261,BK0261,U040,Rohit,518,Dehradun,Scooty,4068,732,610,2726,2024-01-25,received,False,Cash,Ola S1,Rohit
TXN0262,BK0262,U192,Rohit,201,Dehradun,Car,4827,869,724,3234,2024-02-23,refunded,False,UPI,Swift,Rohit
TXN0263,BK0263,U041,Rohit,358,Dehradun,Bike,1324,238,199,887,2024-03-20,received,False,UPI,Yamaha R15,Rohit
TXN0264,BK0264,U327,Aditi,172,Rishikesh,Bike,2364,426,355,1583,2024-01-16,pending,False,UPI,Bajaj Pulsar 150,Aditi
TXN0265,BK0265,U176,Rohit,898,Lansdowne,Bike,2445,440,367,1638,2024-03-20,received,False,UPI,Bajaj Pulsar 150,Rohit
TXN0266,BK0266,U156,Sneha,723,Rishikesh,Car,8934,1608,1340,5986,2024-01-10,received,False,Net Banking,Swift,Sneha
TXN0267,BK0267,U193,Neha,339,Haridwar,Car,5280,950,792,3538,2024-03-07,received,False,Card,i20,Neha
TXN0268,BK0268,U389,Priya,636,Mussoorie,Car,3870,697,580,2593,2024-01-28,received,False,Card,i20,Priya
TXN0269,BK0269,U050,Priya,602,Haridwar,Scooty,1306,235,196,875,2024-02-09,pending,False,Cash,Ather 450X,Priya
TXN0270,BK0270,U047,Pooja,561,Dehradun,Car,8526,1535,1279,5712,2024-01-06,refunded,False,Cash,Swift,Pooja
TXN0271,BK0271,U492,Priya,546,Dehradun,Car,1486,267,223,996,2024-02-03,received,False,UPI,Swift,Priya
TXN0272,BK0272,U361,Sneha,622,Dehradun,Bike,4970,895,746,3329,2024-01-23,received,False,UPI,RE Classic 350,Sneha
TXN0273,BK0273,U353,Sneha,623,Dehradun,Scooty,1890,340,284,1266,2024-03-14,pending,False,Card,TVS Jupiter,Sneha
TXN0274,BK0274,U391,Rahul,868,Mussoorie,Bike,610,110,92,408,2024-03-16,refunded,False,UPI,Yamaha R15,Rahul
TXN0275,BK0275,U033,Arjun,528,Dehradun,Car,5139,925,771,3443,2024-01-20,pending,False,UPI,Baleno,Arjun
TXN0276,BK0276,U047,Pooja,90,Rishikesh,Car,4431,798,665,2968,2024-04-02,pending,False,Cash,Swift,Pooja
TXN0277,BK0277,U043,Rohit,341,Mussoorie,Scooty,4404,793,661,2950,2024-02-15,received,False,Cash,Ather 450X,Rohit
TXN0278,BK0278,U488,Karan,65,Haridwar,Scooty,1917,345,288,1284,2024-01-29,received,False,Card,Suzuki Access,Karan
TXN0279,BK0279,U158,Rohit,304,Nainital,Bike,484,87,73,324,2024-02-27,pending,False,Net Banking,TVS Apache RTR 160,Rohit
TXN0280,BK0280,U365,Sneha,103,Haridwar,Bike,612,110,92,410,2024-03-19,refunded,False,Card,RE Classic 350,Sneha
TXN0281,BK0281,U282,Priya,311,Rishikesh,Scooty,4014,723,602,2689,2024-02-10,received,False,Card,Ola S1,Priya
TXN0282,BK0282,U122,Rahul,768,Chakrata,Car,16926,3047,2539,11340,2024-02-09,received,False,Card,City,Rahul
TXN0283,BK0283,U062,Sneha,802,Dehradun,Bike,2820,508,423,1889,2024-04-04,received,False,Net Banking,TVS Apache RTR 160,Sneha
TXN0284,BK0284,U073,Aman,417,Rishikesh,Car,7930,1427,1190,5313,2024-03-17,received,False,UPI,i10,Aman
TXN0285,BK0285,U214,Priya,315,Dehradun,Car,13398,2412,2010,8976,2024-01-11,received,False,Net Banking,Sonet,Priya
TXN0286,BK0286,U012,Sneha,430,Lansdowne,Bike,435,78,65,292,2024-03-29,refunded,False,Net Banking,Hero Splendor Plus,Sneha
TXN0287,BK0287,U195,Rahul,707,Rishikesh,Scooty,3155,568,473,2114,2024-01-12,received,False,Net Banking,TVS Jupiter,Rahul
TXN0288,BK0288,U373,Aditi,540,Nainital,Car,10362,1865,1554,6943,2024-01-17,received,False,Cash,i10,Aditi
TXN0289,BK0289,U410,Aditi,758,Dehradun,Scooty,614,111,92,411,2024-02-21,received,False,Cash,Yamaha Fascino,Aditi
TXN0290,BK0290,U474,Sneha,129,Chakrata,Car,2482,447,372,1663,2024-03-28,received,False,Net Banking,Maruti Alto,Sneha
TXN0291,BK0291,U183,Sneha,951,Dehradun,Car,9792,1763,1469,6560,2024-02-21,received,True,Card,Swift,Sneha
TXN0292,BK0292,U428,Aditi,634,Mussoorie,Bike,3875,698,581,2596,2024-02-18,received,False,UPI,KTM Duke 200,Aditi
TXN0293,BK0293,U324,Sneha,278,Haridwar,Scooty,2448,441,367,1640,2024-03-14,received,False,Net Banking,Yamaha Fascino,Sneha
TXN0294,BK0294,U006,Aditi,354,Haridwar,Car,12215,2199,1832,8184,2024-01-30,received,False,Card,City,Aditi
TXN0295,BK0295,U325,Pooja,945,Haridwar,Car,8718,1569,1308,5841,2024-02-15,received,False,Net Banking,Swift,Pooja
TXN0296,BK0296,U283,Aditi,643,Haridwar,Bike,1784,321,268,1195,2024-01-07,refunded,False,Cash,Bajaj Pulsar 150,Aditi
TXN0297,BK0297,U016,Karan,48,Haridwar,Car,7188,1294,1078,4816,2024-03-25,pending,False,Cash,Maruti Alto,Karan
TXN0298,BK0298,U287,Karan,348,Dehradun,Car,13225,2380,1984,8861,2024-03-04,refunded,False,UPI,Creta,Karan
TXN0299,BK0299,U285,Priya,475,Mussoorie,Bike,624,112,94,418,2024-01-19,pending,False,Cash,Yamaha FZ,Priya
TXN0300,BK0300,U172,Karan,191,Rishikesh,Scooty,3630,653,544,2433,2024-01-06,received,False,Cash,Yamaha Fascino,Karan
TXN0301,BK0301,U453,Priya,948,Mussoorie,Car,9534,1716,1430,6388,2024-03-23,received,False,UPI,Swift,Priya
TXN0302,BK0302,U468,Rahul,647,Rishikesh,Scooty,3080,554,462,2064,2024-02-21,received,False,Net Banking,Ola S1,Rahul
TXN0303,BK0303,U148,Aman,566,Rishikesh,Scooty,613,110,92,411,2024-01-23,received,False,UPI,Suzuki Access,Aman
TXN0304,BK0304,U401,Aditi,368,Mussoorie,Scooty,4291,772,644,2875,2024-02-08,pending,False,UPI,Suzuki Access,Aditi
TXN0305,BK0305,U355,Aman,622,Dehradun,Bike,2130,383,320,1427,2024-01-06,refunded,False,Cash,RE Classic 350,Aman
TXN0306,BK0306,U446,Aditi,86,Dehradun,Scooty,3372,607,506,2259,2024-03-05,refunded,False,Cash,TVS Jupiter,Aditi
TXN0307,BK0307,U224,Priya,402,Mussoorie,Car,16770,3019,2516,11235,2024-02-03,received,False,UPI,Creta,Priya
TXN0308,BK0308,U169,Aditi,643,Haridwar,Bike,3122,562,468,2092,2024-02-15,pending,False,Card,Bajaj Pulsar 150,Aditi
TXN0309,BK0309,U264,Sneha,573,Auli,Car,7388,1330,1108,4950,2024-03-08,pending,False,Cash,Baleno,Sneha
TXN0310,BK0310,U373,Aditi,902,Rishikesh,Scooty,2592,467,389,1736,2024-02-14,pending,False,Card,TVS Jupiter,Aditi
TXN0311,BK0311,U320,Neha,850,Mussoorie,Bike,806,145,121,540,2024-01-10,received,False,Net Banking,Hero Splendor Plus,Neha
TXN0312,BK0312,U214,Priya,663,Rishikesh,Car,3792,683,569,2540,2024-01-18,received,False,UPI,i20,Priya
TXN0313,BK0313,U051,Sneha,819,Rishikesh,Car,12276,2210,1841,8225,2024-01-25,received,False,UPI,Sonet,Sneha
TXN0314,BK0314,U247,Aditi,851,Rishikesh,Scooty,3030,545,454,2031,2024-02-05,refunded,False,Card,Ola S1,Aditi
TXN0315,BK0315,U386,Sneha,592,Rishikesh,Bike,2745,494,412,1839,2024-01-02,received,False,Net Banking,TVS Apache RTR 160,Sneha
TXN0316,BK0316,U169,Aditi,125,Rishikesh,Scooty,4298,774,645,2879,2024-04-02,refunded,False,Cash,Suzuki Access,Aditi
TXN0317,BK0317,U301,Karan,817,Haridwar,Bike,4095,737,614,2744,2024-02-11,refunded,False,Card,Bajaj Avenger 220,Karan
TXN0318,BK0318,U487,Aman,736,Rishikesh,Bike,2745,494,412,1839,2024-02-07,received,False,Card,Yamaha FZ,Aman
TXN0319,BK0319,U133,Pooja,471,Rishikesh,Car,14539,2617,2181,9741,2024-03-13,refunded,False,Cash,Nexon,Pooja
TXN0320,BK0320,U120,Aman,316,Nainital,Bike,2780,500,417,1863,2024-01-17,received,False,Net Banking,RE Classic 350,Aman
TXN0321,BK0321,U452,Priya,96,Mussoorie,Car,10932,1968,1640,7324,2024-02-22,pending,False,Net Banking,Baleno,Priya
TXN0322,BK0322,U420,Aman,578,Mussoorie,Scooty,2010,362,302,1346,2024-04-03,received,False,Cash,Suzuki Access,Aman
TXN0323,BK0323,U202,Neha,506,Rishikesh,Scooty,610,110,92,408,2024-03-12,received,False,Cash,TVS Ntorq,Neha
TXN0324,BK0324,U207,Rahul,835,Rishikesh,Bike,3180,572,477,2131,2024-03-08,refunded,False,Cash,Bajaj Avenger 220,Rahul
TXN0325,BK0325,U195,Rahul,706,Dehradun,Bike,4146,746,622,2778,2024-01-20,pending,False,Card,RE Classic 350,Rahul
TXN0326,BK0326,U397,Priya,680,Haridwar,Scooty,4314,777,647,2890,2024-03-09,pending,False,Cash,Ather 450X,Priya
TXN0327,BK0327,U270,Rohit,928,Rishikesh,Bike,1302,234,195,873,2024-04-01,received,False,UPI,RE Classic 350,Rohit
TXN0328,BK0328,U270,Rohit,224,Nainital,Scooty,1240,223,186,831,2024-02-01,received,False,Cash,Honda Activa,Rohit
TXN0329,BK0329,U460,Priya,523,Dehradun,Bike,3090,556,464,2070,2024-02-13,pending,False,Cash,Yamaha FZ,Priya
TXN0330,BK0330,U349,Karan,965,Haridwar,Scooty,4095,737,614,2744,2024-02-24,received,False,Card,Suzuki Access,Karan
TXN0331,BK0331,U254,Neha,515,Rishikesh,Scooty,568,102,85,381,2024-03-19,pending,False,UPI,Yamaha Fascino,Neha
TXN0332,BK0332,U113,Aditi,492,Dehradun,Car,6369,1146,955,4268,2024-04-03,received,False,Net Banking,Sonet,Aditi
TXN0333,BK0333,U244,Neha,343,Haridwar,Bike,1152,207,173,772,2024-01-11,received,False,Cash,TVS Apache RTR 160,Neha
TXN0334,BK0334,U042,Sneha,961,Haridwar,Bike,2288,412,343,1533,2024-02-11,received,False,Cash,Bajaj Avenger 220,Sneha
TXN0335,BK0335,U308,Neha,644,Rishikesh,Scooty,1120,202,168,750,2024-03-05,refunded,True,Card,TVS Jupiter,Neha
TXN0336,BK0336,U276,Sneha,726,Dehradun,Car,5056,910,758,3388,2024-02-05,received,False,Net Banking,Maruti Alto,Sneha
TXN0337,BK0337,U362,Pooja,652,Dehradun,Bike,2016,363,302,1351,2024-03-08,received,False,Cash,RE Classic 350,Pooja
TXN0338,BK0338,U220,Priya,455,Rishikesh,Scooty,1674,301,251,1122,2024-04-07,received,False,Net Banking,Honda Activa,Priya
TXN0339,BK0339,U061,Sneha,809,Haridwar,Scooty,3060,551,459,2050,2024-03-20,received,False,Cash,Ola S1,Sneha
TXN0340,BK0340,U115,Neha,275,Nainital,Scooty,2960,533,444,1983,2024-02-22,received,False,Cash,Honda Activa,Neha
TXN0341,BK0341,U393,Aditi,367,Haridwar,Bike,4326,779,649,2898,2024-03-23,pending,False,UPI,Yamaha R15,Aditi
TXN0342,BK0342,U314,Arjun,413,Dehradun,Scooty,2368,426,355,1587,2024-03-08,pending,False,Net Banking,Honda Activa,Arjun
TXN0343,BK0343,U468,Rahul,829,Dehradun,Bike,725,130,109,486,2024-03-13,received,False,UPI,RE Classic 350,Rahul
TXN0344,BK0344,U419,Sneha,189,Nainital,Car,2127,383,319,1425,2024-01-15,pending,False,UPI,Sonet,Sneha
TXN0345,BK0345,U020,Arjun,88,Dehradun,Bike,4060,731,609,2720,2024-02-11,received,False,UPI,TVS Apache RTR 160,Arjun
TXN0346,BK0346,U080,Arjun,177,Mussoorie,Car,6354,1144,953,4257,2024-01-19,received,False,Net Banking,Nexon,Arjun
TXN0347,BK0347,U406,Aditi,763,Chakrata,Bike,978,176,147,655,2024-02-09,refunded,False,UPI,Bajaj Pulsar 150,Aditi
TXN0348,BK0348,U246,Aman,391,Rishikesh,Bike,2716,489,407,1820,2024-03-11,received,False,Net Banking,KTM Duke 200,Aman
TXN0349,BK0349,U393,Aditi,261,Rishikesh,Car,11004,1981,1651,7372,2024-03-24,refunded,False,Cash,Creta,Aditi
TXN0350,BK0350,U412,Aditi,649,Dehradun,Bike,4480,806,672,3002,2024-03-05,received,False,Card,RE Classic 350,Aditi
TXN0351,BK0351,U101,Aman,932,Dehradun,Scooty,2007,361,301,1345,2024-03-11,received,False,UPI,Suzuki Access,Aman
TXN0352,BK0352,U446,Aditi,225,Dehradun,Car,4920,886,738,3296,2024-04-05,received,False,Cash,WagonR,Aditi
TXN0353,BK0353,U205,Aditi,410,Dehradun,Scooty,3678,662,552,2464,2024-03-03,received,False,Card,Ola S1,Aditi
TXN0354,BK0354,U134,Aman,280,Nainital,Bike,1600,288,240,1072,2024-01-03,received,False,Card,Hero Splendor Plus,Aman
TXN0355,BK0355,U457,Karan,403,Auli,Bike,363,65,54,244,2024-03-19,pending,False,Net Banking,Hero Splendor Plus,Karan
TXN0356,BK0356,U477,Pooja,766,Auli,Bike,4627,833,694,3100,2024-02-21,received,False,Cash,Yamaha R15,Pooja
TXN0357,BK0357,U070,Pooja,50,Mussoorie,Scooty,4194,755,629,2810,2024-02-12,received,False,Card,Ather 450X,Pooja
TXN0358,BK0358,U320,Neha,588,Haridwar,Car,2089,376,313,1400,2024-01-14,received,False,Net Banking,Nexon,Neha
TXN0359,BK0359,U272,Aditi,841,Dehradun,Bike,1236,222,185,829,2024-02-22,pending,False,Cash,Bajaj Pulsar 150,Aditi
TXN0360,BK0360,U079,Karan,823,Haridwar,Bike,3240,583,486,2171,2024-02-16,refunded,False,Net Banking,Yamaha R15,Karan
TXN0361,BK0361,U451,Neha,903,Lansdowne,Car,5124,922,769,3433,2024-02-11,refunded,False,Cash,i10,Neha
TXN0362,BK0362,U430,Rahul,673,Dehradun,Bike,734,132,110,492,2024-03-12,received,False,Cash,Hero Splendor Plus,Rahul
TXN0363,BK0363,U233,Rohit,349,Nainital,Bike,4942,890,741,3311,2024-02-10,received,False,Net Banking,RE Classic 350,Rohit
TXN0364,BK0364,U198,Neha,187,Mussoorie,Bike,2712,488,407,1817,2024-02-03,received,True,Cash,KTM Duke 200,Neha
TXN0365,BK0365,U204,Arjun,490,Auli,Bike,3336,600,500,2236,2024-03-06,received,False,UPI,TVS Apache RTR 160,Arjun
TXN0366,BK0366,U002,Rahul,457,Haridwar,Bike,3435,618,515,2302,2024-03-19,received,False,Net Banking,Yamaha R15,Rahul
TXN0367,BK0367,U426,Rahul,352,Dehradun,Bike,770,139,116,515,2024-03-26,pending,False,Net Banking,KTM Duke 200,Rahul
TXN0368,BK0368,U311,Priya,517,Dehradun,Bike,629,113,94,422,2024-02-28,pending,False,Net Banking,Yamaha R15,Priya
TXN0369,BK0369,U079,Karan,587,Rishikesh,Scooty,4086,735,613,2738,2024-03-29,received,False,Card,Ather 450X,Karan
TXN0370,BK0370,U310,Aman,800,Dehradun,Scooty,1352,243,203,906,2024-02-13,received,False,UPI,TVS Ntorq,Aman
TXN0371,BK0371,U470,Aman,283,Rishikesh,Bike,2535,456,380,1699,2024-03-10,received,False,Cash,TVS Apache RTR 160,Aman
TXN0372,BK0372,U265,Aman,800,Dehradun,Scooty,4056,730,608,2718,2024-02-13,pending,True,Card,TVS Ntorq,Aman
TXN0373,BK0373,U226,Neha,456,Dehradun,Car,10432,1878,1565,6989,2024-02-14,received,False,Net Banking,Creta,Neha
TXN0374,BK0374,U460,Priya,38,Haridwar,Scooty,2336,420,350,1566,2024-01-03,received,False,Cash,Suzuki Access,Priya
TXN0375,BK0375,U314,Arjun,270,Dehradun,Car,14562,2621,2184,9757,2024-03-31,received,False,Card,City,Arjun
TXN0376,BK0376,U114,Aman,785,Dehradun,Scooty,2748,495,412,1841,2024-03-09,received,False,Net Banking,Ola S1,Aman
TXN0377,BK0377,U173,Neha,881,Rishikesh,Scooty,2440,439,366,1635,2024-03-13,received,False,Net Banking,TVS Ntorq,Neha
TXN0378,BK0378,U425,Rohit,597,Rishikesh,Car,7191,1294,1079,4818,2024-03-19,received,False,Net Banking,City,Rohit
TXN0379,BK0379,U153,Arjun,886,Lansdowne,Bike,504,91,76,337,2024-02-14,received,False,Cash,Yamaha FZ,Arjun
TXN0380,BK0380,U239,Pooja,128,Nainital,Scooty,631,114,95,422,2024-03-25,received,False,Net Banking,Suzuki Access,Pooja
TXN0381,BK0381,U330,Rohit,259,Dehradun,Bike,1740,313,261,1166,2024-02-28,received,False,Net Banking,Bajaj Pulsar 150,Rohit
TXN0382,BK0382,U493,Priya,270,Dehradun,Car,4854,874,728,3252,2024-03-25,received,False,Cash,City,Priya
TXN0383,BK0383,U135,Priya,711,Haridwar,Car,13730,2471,2060,9199,2024-03-02,received,False,Card,Creta,Priya
TXN0384,BK0384,U188,Aman,480,Nainital,Car,6050,1089,908,4053,2024-02-13,pending,False,Card,Maruti Alto,Aman
TXN0385,BK0385,U176,Rohit,277,Rishikesh,Bike,3576,644,536,2396,2024-04-03,received,False,Cash,RE Classic 350,Rohit
TXN0386,BK0386,U202,Neha,547,Dehradun,Bike,1635,294,245,1096,2024-03-24,received,False,Net Banking,Yamaha FZ,Neha
TXN0387,BK0387,U341,Aman,322,Nainital,Bike,1304,235,196,873,2024-01-31,received,False,Cash,KTM Duke 200,Aman
TXN0388,BK0388,U191,Rohit,358,Dehradun,Bike,3310,596,496,2218,2024-01-03,refunded,True,Cash,Yamaha R15,Rohit
TXN0389,BK0389,U403,Neha,992,Dehradun,Scooty,4452,801,668,2983,2024-02-14,received,False,Net Banking,Ola S1,Neha
TXN0390,BK0390,U427,Pooja,500,Rishikesh,Scooty,1710,308,256,1146,2024-03-05,received,False,Net Banking,Yamaha Fascino,Pooja
TXN0391,BK0391,U023,Aditi,160,Rishikesh,Bike,4039,727,606,2706,2024-03-08,refunded,False,UPI,Yamaha FZ,Aditi
TXN0392,BK0392,U398,Rohit,199,Haridwar,Bike,2712,488,407,1817,2024-01-22,received,False,Net Banking,KTM Duke 200,Rohit
TXN0393,BK0393,U403,Neha,986,Nainital,Scooty,3774,679,566,2529,2024-02-08,pending,False,Card,Suzuki Access,Neha
TXN0394,BK0394,U239,Pooja,105,Rishikesh,Car,5271,949,791,3531,2024-02-21,received,False,Cash,i20,Pooja
TXN0395,BK0395,U325,Pooja,734,Mussoorie,Scooty,581,105,87,389,2024-02-02,refunded,False,Cash,Suzuki Access,Pooja
TXN0396,BK0396,U369,Karan,829,Dehradun,Bike,5075,914,761,3400,2024-03-29,received,False,UPI,RE Classic 350,Karan
TXN0397,BK0397,U285,Priya,358,Dehradun,Bike,3972,715,596,2661,2024-02-10,pending,False,Cash,Yamaha R15,Priya
TXN0398,BK0398,U266,Priya,730,Rishikesh,Bike,1010,182,152,676,2024-03-04,received,False,Card,Yamaha FZ,Priya
TXN0399,BK0399,U019,Neha,126,Dehradun,Car,6240,1123,936,4181,2024-01-04,received,False,Card,Swift,Neha
TXN0400,BK0400,U052,Sneha,20,Nainital,Scooty,584,105,88,391,2024-02-28,received,False,Net Banking,TVS Jupiter,Sneha
TXN0401,BK0401,U338,Rohit,867,Dehradun,Car,2739,493,411,1835,2024-04-07,received,False,Cash,Creta,Rohit
TXN0402,BK0402,U482,Karan,393,Dehradun,Car,8684,1563,1303,5818,2024-03-14,received,False,Cash,Sonet,Karan
TXN0403,BK0403,U251,Aditi,557,Haridwar,Scooty,2600,468,390,1742,2024-03-30,received,False,Cash,Suzuki Access,Aditi
TXN0404,BK0404,U161,Karan,322,Nainital,Bike,3912,704,587,2621,2024-01-13,pending,False,Net Banking,KTM Duke 200,Karan
TXN0405,BK0405,U057,Rohit,768,Chakrata,Car,16926,3047,2539,11340,2024-02-16,pending,True,Cash,City,Rohit
